AppV2 539.865046 2.000000 0.000000 0.000000 0.000000 0.000000
AppV2 556.865039 2.000000 0.000000 2.000000 0.000000 0.000000
AppV2 566.865041 2.000000 0.000000 14.000000 0.000000 0.000000
AppV2 782.522488 2.000000 0.000000 20.000000 0.000000 0.000000
AppV2 792.908952 2.000000 0.000000 41.000000 0.000000 0.000000
AppV2 854.025609 2.000000 0.000000 50.000000 0.000000 0.000000
AppV2 864.025609 2.000000 0.000000 64.000000 0.000000 0.000000
AppV2 874.025613 2.000000 0.000000 84.000000 0.000000 0.000000
AppV2 884.025613 3.000000 0.000000 104.000000 0.000000 0.000000
AppV2 894.025614 4.000000 0.000000 124.000000 0.000000 0.000000
AppV2 904.025614 4.000000 0.000000 144.000000 0.000000 0.000000
AppV2 914.522487 5.000000 0.000000 173.000000 0.000000 0.000000
AppV2 924.659282 4.000000 0.000000 214.000000 0.000000 0.000000
AppV2 934.659294 4.000000 0.000000 243.000000 0.000000 0.000000
AppV2 945.025605 4.000000 0.000000 291.000000 0.000000 0.000000
AppV2 955.507742 5.000000 0.000000 353.000000 0.000000 0.000000
AppV2 977.507751 2.000000 0.000000 374.000000 0.000000 0.000000
AppV2 988.303360 4.000000 0.000000 375.000000 0.000000 0.000000
AppV2 998.303361 4.000000 0.000000 395.000000 0.000000 0.000000
AppV2 1008.303371 4.000000 3.000000 440.000000 0.000000 0.000000
AppV2 1018.598432 4.000000 13.000000 502.000000 0.000000 0.000000
AppV2 1029.163675 4.000000 23.000000 564.000000 0.000000 0.000000
AppV2 1039.303361 4.000000 34.000000 626.000000 0.000000 0.000000
AppV2 1049.303362 3.000000 44.000000 681.000000 0.000000 0.000000
AppV2 1468.643751 2.000000 53.000000 701.000000 0.000000 0.000000
AppV2 1726.904299 2.000000 53.000000 719.000000 0.000000 0.000000
AppV2 1736.904301 2.000000 53.000000 739.000000 0.000000 0.000000
AppV2 1858.389557 4.000000 53.000000 754.000000 0.000000 0.000000
AppV2 1868.853735 4.000000 53.000000 767.000000 0.000000 0.000000
AppV2 1879.389551 4.000000 53.000000 776.000000 0.000000 0.000000
AppV2 1889.853732 3.000000 53.000000 797.000000 0.000000 0.000000
AppV2 1899.853734 2.000000 53.000000 810.000000 0.000000 0.000000
AppV2 1909.853741 2.000000 53.000000 830.000000 0.000000 0.000000
AppV2 1920.389552 2.000000 53.000000 846.000000 0.000000 0.000000
AppV2 2471.690869 2.000000 53.000000 848.000000 0.000000 0.000000
AppV2 2503.747218 2.000000 53.000000 864.000000 0.000000 0.000000
AppV2 2833.955895 2.000000 53.000000 867.000000 0.000000 0.000000
AppV2 2843.955900 2.000000 53.000000 877.000000 10.000000 10.000000
AppV2 2896.263684 4.000000 53.000000 881.000000 14.000000 14.000000
AppV2 2906.263689 4.000000 53.000000 901.000000 14.000000 14.000000
AppV2 2916.263694 3.000000 53.000000 921.000000 14.000000 14.000000
AppV2 3205.655390 2.000000 53.000000 936.000000 14.000000 14.000000
AppV2 3788.763984 3.000000 53.000000 941.000000 14.000000 14.000000
AppV2 3799.028195 3.000000 53.000000 962.000000 14.000000 14.000000
AppV2 3809.028201 3.000000 53.000000 982.000000 14.000000 14.000000
AppV2 3819.028203 2.000000 53.000000 1002.000000 14.000000 14.000000
AppV2 3829.028205 2.000000 53.000000 1022.000000 14.000000 14.000000
AppV2 3839.763974 2.000000 53.000000 1043.000000 14.000000 14.000000
AppV2 3849.763978 2.000000 53.000000 1063.000000 14.000000 14.000000
AppV2 4067.920666 2.000000 53.000000 1079.000000 14.000000 14.000000
AppV2 4082.972220 2.000000 53.000000 1095.000000 14.000000 14.000000
AppV2 4092.972233 2.000000 53.000000 1115.000000 14.000000 14.000000
AppV2 4260.528743 2.000000 53.000000 1133.000000 14.000000 14.000000
AppV2 4493.078112 4.000000 53.000000 1140.000000 21.000000 21.000000
AppV2 4519.078111 5.000000 53.000000 1159.000000 21.000000 21.000000
AppV2 4529.276566 5.000000 53.000000 1167.000000 21.000000 21.000000
AppV2 4542.078114 4.000000 53.000000 1172.000000 21.000000 21.000000
AppV2 4552.257034 4.000000 53.000000 1204.000000 21.000000 21.000000
AppV2 4562.257043 4.000000 53.000000 1264.000000 21.000000 21.000000
AppV2 4572.276572 4.000000 53.000000 1326.000000 21.000000 21.000000
AppV2 4583.078111 4.000000 53.000000 1360.000000 21.000000 21.000000
AppV2 4593.078111 4.000000 53.000000 1404.000000 21.000000 21.000000
AppV2 4603.078112 3.000000 53.000000 1464.000000 21.000000 21.000000
AppV2 5520.337189 2.000000 53.000000 1470.000000 21.000000 21.000000
AppV2 5530.339663 2.000000 53.000000 1491.000000 21.000000 21.000000
AppV2 5633.741857 2.000000 53.000000 1494.000000 21.000000 21.000000
AppV2 5646.339664 2.000000 53.000000 1495.000000 21.000000 21.000000
AppV2 5675.665621 3.000000 53.000000 1504.000000 21.000000 21.000000
AppV2 5685.741857 2.000000 53.000000 1525.000000 21.000000 21.000000
AppV2 5695.741863 2.000000 53.000000 1545.000000 21.000000 21.000000
AppV2 5706.665612 2.000000 53.000000 1566.000000 21.000000 21.000000
