AppV1 539.865046 2.000000 0.000000 0.000000 0.000000 0.000000
AppV1 556.865039 2.000000 0.000000 2.000000 0.000000 0.000000
AppV1 566.865041 2.000000 0.000000 12.000000 0.000000 0.000000
AppV1 782.522488 2.000000 0.000000 6.000000 0.000000 0.000000
AppV1 792.908952 2.000000 0.000000 21.000000 0.000000 0.000000
AppV1 854.025609 2.000000 0.000000 9.000000 0.000000 0.000000
AppV1 864.025609 2.000000 0.000000 14.000000 0.000000 0.000000
AppV1 874.025613 2.000000 0.000000 20.000000 0.000000 0.000000
AppV1 884.025613 3.000000 0.000000 20.000000 0.000000 0.000000
AppV1 894.025614 4.000000 0.000000 20.000000 0.000000 0.000000
AppV1 904.025614 4.000000 0.000000 20.000000 0.000000 0.000000
AppV1 914.522487 5.000000 0.000000 29.000000 0.000000 0.000000
AppV1 924.659282 4.000000 0.000000 41.000000 0.000000 0.000000
AppV1 934.659294 4.000000 0.000000 29.000000 0.000000 0.000000
AppV1 945.025605 4.000000 0.000000 48.000000 0.000000 0.000000
AppV1 955.507742 5.000000 0.000000 62.000000 0.000000 0.000000
AppV1 977.507751 2.000000 0.000000 21.000000 0.000000 0.000000
AppV1 988.303360 4.000000 0.000000 1.000000 0.000000 0.000000
AppV1 998.303361 4.000000 0.000000 20.000000 0.000000 0.000000
AppV1 1008.303371 4.000000 1.000000 45.000000 0.000000 0.000000
AppV1 1018.598432 4.000000 0.000000 62.000000 0.000000 0.000000
AppV1 1029.163675 4.000000 0.000000 62.000000 0.000000 0.000000
AppV1 1039.303361 4.000000 0.000000 62.000000 0.000000 0.000000
AppV1 1049.303362 3.000000 0.000000 55.000000 0.000000 0.000000
AppV1 1468.643751 2.000000 0.000000 20.000000 0.000000 0.000000
AppV1 1726.904299 2.000000 0.000000 18.000000 0.000000 0.000000
AppV1 1736.904301 2.000000 0.000000 20.000000 0.000000 0.000000
AppV1 1858.389557 4.000000 0.000000 15.000000 0.000000 0.000000
AppV1 1868.853735 4.000000 0.000000 13.000000 0.000000 0.000000
AppV1 1879.389551 4.000000 0.000000 9.000000 0.000000 0.000000
AppV1 1889.853732 3.000000 0.000000 21.000000 0.000000 0.000000
AppV1 1899.853734 2.000000 0.000000 13.000000 0.000000 0.000000
AppV1 1909.853741 2.000000 0.000000 20.000000 0.000000 0.000000
AppV1 1920.389552 2.000000 0.000000 16.000000 0.000000 0.000000
AppV1 2471.690869 2.000000 0.000000 2.000000 0.000000 0.000000
AppV1 2503.747218 2.000000 0.000000 16.000000 0.000000 0.000000
AppV1 2833.955895 2.000000 0.000000 3.000000 0.000000 0.000000
AppV1 2843.955900 2.000000 0.000000 10.000000 10.000000 10.000000
AppV1 2896.263684 4.000000 0.000000 4.000000 4.000000 4.000000
AppV1 2906.263689 4.000000 0.000000 20.000000 0.000000 0.000000
AppV1 2916.263694 3.000000 0.000000 20.000000 0.000000 0.000000
AppV1 3205.655390 2.000000 0.000000 15.000000 0.000000 0.000000
AppV1 3788.763984 3.000000 0.000000 5.000000 0.000000 0.000000
AppV1 3799.028195 3.000000 0.000000 21.000000 0.000000 0.000000
AppV1 3809.028201 3.000000 0.000000 20.000000 0.000000 0.000000
AppV1 3819.028203 2.000000 0.000000 20.000000 0.000000 0.000000
AppV1 3829.028205 2.000000 0.000000 20.000000 0.000000 0.000000
AppV1 3839.763974 2.000000 0.000000 21.000000 0.000000 0.000000
AppV1 3849.763978 2.000000 0.000000 20.000000 0.000000 0.000000
AppV1 4067.920666 2.000000 0.000000 16.000000 0.000000 0.000000
AppV1 4082.972220 2.000000 0.000000 16.000000 0.000000 0.000000
AppV1 4092.972233 2.000000 0.000000 20.000000 0.000000 0.000000
AppV1 4260.528743 2.000000 0.000000 18.000000 0.000000 0.000000
AppV1 4493.078112 4.000000 0.000000 7.000000 7.000000 7.000000
AppV1 4519.078111 5.000000 0.000000 19.000000 0.000000 0.000000
AppV1 4529.276566 5.000000 2.000000 8.000000 0.000000 0.000000
AppV1 4542.078114 4.000000 0.000000 5.000000 0.000000 0.000000
AppV1 4552.257034 4.000000 0.000000 32.000000 0.000000 0.000000
AppV1 4562.257043 4.000000 0.000000 60.000000 0.000000 0.000000
AppV1 4572.276572 4.000000 0.000000 62.000000 0.000000 0.000000
AppV1 4583.078111 4.000000 0.000000 34.000000 0.000000 0.000000
AppV1 4593.078111 4.000000 0.000000 44.000000 0.000000 0.000000
AppV1 4603.078112 3.000000 0.000000 60.000000 0.000000 0.000000
AppV1 5520.337189 2.000000 0.000000 6.000000 0.000000 0.000000
AppV1 5530.339663 2.000000 0.000000 21.000000 0.000000 0.000000
AppV1 5633.741857 2.000000 0.000000 3.000000 0.000000 0.000000
AppV1 5646.339664 2.000000 0.000000 1.000000 0.000000 0.000000
AppV1 5675.665621 3.000000 0.000000 9.000000 0.000000 0.000000
AppV1 5685.741857 2.000000 0.000000 21.000000 0.000000 0.000000
AppV1 5695.741863 2.000000 0.000000 20.000000 0.000000 0.000000
AppV1 5706.665612 2.000000 0.000000 21.000000 0.000000 0.000000
